Probe	GB3.2
AM03646	GB55213
AM03647	GB45688
AM03648	GB45042
AM03649	GB53027
AM03650	GB54187
AM03651	GB49876
AM03652	GB43198
AM03653	GB50817
AM03654	GB43748
AM03655	GB44207
AM03656	GB47960
AM03657	GB40809
AM03658	GB48370
AM03659	GB44298
AM03660	GB42543
AM03661	GB49911
AM03662	GB41447
AM03663	GB50022
AM03664	GB47405
AM03665	GB50840
AM03666	GB51123
AM03667	GB45085
AM03668	GB41103
AM03669	GB44383
AM03670	GB49706
AM03671	GB53029
AM03672	GB44997
AM03673	GB55285
AM03674	GB41343
AM03675	GB45610
AM03676	GB43375
AM03677	GB41744
AM03678	GB55389
AM03679	GB54590
AM03680	GB40302
AM03681	GB47454
AM03682	GB48658
AM03683	GB54507
AM03684	GB40794
AM03685	GB42367
AM03686	GB48447
AM03687	GB42597
AM03688	GB55921
AM03689	GB45732
AM03690	GB44191
AM03691	GB44494
AM03692	GB40423
AM03693	GB49178
AM03694	GB50853
AM03695	GB42863
AM03696	GB55441
AM03697	GB53490
AM03698	GB52493
AM03699	GB47732
AM03700	GB45369
AM03701	GB50390
AM03702	GB55793
AM03703	GB40890
AM03704	GB45762
AM03705	GB54420
AM03706	GB41519
AM03707	GB48210
AM03708	GB54512
AM03709	GB47351
AM03710	GB54288
AM03711	GB44132
AM03712	GB40343
AM03713	GB45278
AM03714	GB47167
AM03715	GB48551
AM03716	GB46226
AM03717	GB40531
AM03718	GB53279
AM03720	GB47409
AM03721	GB41034
AM03722	GB54763
AM03723	GB50291
AM03724	GB46243
AM03725	GB46457
AM03726	GB55465
AM03727	GB53668
AM03728	GB51850
AM03729	GB42424
AM03730	GB54748
AM03731	GB54425
AM03732	GB47423
AM03734	GB51718
AM03735	GB55602
AM03736	GB51063
AM03737	GB50457
AM03738	GB44636
AM03739	GB47243
AM03740	GB44072
AM03741	GB55288
AM03742	GB42274
AM03743	GB41594
AM03744	GB40596
AM03745	GB43293
AM03746	GB48066
AM03747	GB46143
AM03748	GB50039
AM03749	GB44544
AM03750	GB53028
AM03751	GB48114
AM03752	GB45376
AM03753	GB40999
AM03754	GB47305
AM03755	GB41388
AM03756	GB45730
AM03757	GB55077
AM03758	GB47906
AM03759	GB55593
AM03760	GB46038
AM03761	GB43806
AM03762	GB55956
AM03763	GB51761
AM03764	GB50116
AM03765	GB44850
AM03766	GB42477
AM03767	GB40778
AM03768	GB53770
AM03769	GB41901
AM03770	GB44165
AM03771	GB43816
AM03772	GB54167
AM03773	GB42425
AM03774	GB54596
AM03776	GB49753
AM03777	GB41777
AM03778	GB40339
AM03779	GB50244
AM03780	GB40674
AM03781	GB41795
AM03782	GB52797
AM03783	GB55315
AM03784	GB52672
AM03785	GB41452
AM03786	GB45866
AM03787	GB42177
AM03788	GB52407
AM03789	GB54300
AM03790	GB53794
AM03791	GB47022
AM03792	GB50407
AM03793	GB55630
AM03794	GB53996
AM03795	GB54283
AM03796	GB45550
AM03797	GB41288
AM03798	GB41137
AM03799	GB44327
AM03800	GB49642
AM03801	GB42862
AM03804	GB44862
AM03805	GB42465
AM03806	GB43991
AM03807	GB44726
AM03808	GB45229
AM03809	GB52859
AM03811	GB49768
AM03812	GB51031
AM03813	GB43165
AM03814	GB48350
AM03815	GB43194
AM03816	GB47923
AM03817	GB48821
AM03818	GB43466
AM03819	GB45186
AM03820	GB53320
AM03821	GB43453
AM03822	GB41096
AM03823	GB45624
AM03824	GB54049
AM03825	GB49929
AM03826	GB42175
AM03827	GB55511
AM03828	GB53024
AM03829	GB45530
AM03830	GB43149
AM03831	GB53419
AM03832	GB42417
AM03833	GB43913
AM03834	GB47018
AM03835	GB55757
AM03836	GB44905
AM03837	GB55466
AM03838	GB50215
AM03839	GB46285
AM03840	GB40806
AM03841	GB51877
AM03842	GB47428
AM03843	GB48669
AM03844	GB52434
AM03846	GB47504
AM03847	GB54595
AM03848	GB41291
AM03849	GB51660
AM03850	GB55901
AM03851	GB54084
AM03852	GB45645
AM03853	GB55296
AM03854	GB40748
AM03855	GB42669
AM03856	GB40463
AM03857	GB41094
AM03858	GB52377
AM03859	GB41579
AM03860	GB47635
AM03861	GB43526
AM03862	GB44402
AM03863	GB50105
AM03864	GB45713
AM03865	GB50637
AM03866	GB40933
AM03867	GB49330
AM03868	GB53073
AM03869	GB51204
AM03870	GB49459
AM03871	GB40183
AM03872	GB44755
AM03874	GB50239
AM03875	GB41126
AM03876	GB44171
AM03877	GB52912
AM03878	GB53522
AM03879	GB43509
AM03880	GB49422
AM03881	GB48523
AM03882	GB41616
AM03883	GB52675
AM03884	GB48818
AM03885	GB50189
AM03886	GB48364
AM03887	GB54904
AM03888	GB46065
AM03889	GB52910
AM03890	GB42811
AM03891	GB49804
AM03892	GB52469
AM03893	GB42726
AM03894	GB40158
AM03895	GB51700
AM03896	GB48109
AM03897	GB54102
AM03898	GB55939
AM03899	GB50223
AM03900	GB49161
AM03901	GB40945
AM03902	GB40017
AM03903	GB46286
AM03904	GB48226
AM03905	GB47960
AM03906	GB40779
AM03907	GB54952
AM03908	GB42721
AM03909	GB44457
AM03910	GB49601
AM03911	GB52956
AM03912	GB52259
AM03913	GB54569
AM03914	GB49098
AM03915	GB49752
AM03916	GB51241
AM03917	GB52852
AM03918	GB44745
AM03919	GB50724
AM03920	GB47402
AM03921	GB52598
AM03922	GB54433
AM03923	GB52767
AM03924	GB54910
AM03926	GB52426
AM03927	GB51744
AM03928	GB44601
AM03929	GB54405
AM03930	GB48424
AM03931	GB40007
AM03932	GB43953
AM03934	GB49734
AM03935	GB52780
AM03936	GB40567
AM03937	GB53731
AM03938	GB54939
AM03940	GB52394
AM03941	GB49371
AM03942	GB53101
AM03943	GB40624
AM03944	GB51889
AM03945	GB48469
AM03946	GB41653
AM03948	GB45850
AM03949	GB43463
AM03950	GB48889
AM03951	GB41335
AM03952	GB50534
AM03953	GB54885
AM03954	GB52349
AM03955	GB40340
AM03956	GB49714
AM03957	GB46541
AM03958	GB55873
AM03959	GB44343
AM03960	GB40867
AM03961	GB53361
AM03962	GB43510
AM03963	GB42227
AM03964	GB54557
AM03965	GB51937
AM03966	GB51410
AM03967	GB43598
AM03968	GB43260
AM03969	GB41266
AM03970	GB45101
AM03971	GB46438
AM03972	GB53986
AM03973	GB51354
AM03974	GB49962
AM03975	GB40282
AM03976	GB48597
AM03977	GB42859
AM03978	GB41239
AM03979	GB55483
AM03980	GB50039
AM03981	GB55503
AM03982	GB53287
AM03983	GB47604
AM03984	GB42881
AM03985	GB47224
AM03986	GB47224
AM03987	GB47224
AM03988	GB45029
AM03989	GB55748
AM03990	GB54903
AM03991	GB41164
AM03992	GB52696
AM03993	GB49169
AM03994	GB40139
AM03995	GB46904
AM03996	GB45558
AM03997	GB44173
AM03998	GB52194
AM03999	GB54052
AM04000	GB41759
AM04001	GB43140
AM04002	GB46257
AM04003	GB46732
AM04005	GB51423
AM04006	GB45911
AM04007	GB43586
AM04008	GB47500
AM04009	GB53424
AM04010	GB49758
AM04011	GB43215
AM04012	GB51029
AM04013	GB49870
AM04015	GB53238
AM04016	GB43366
AM04017	GB45836
AM04018	GB47675
AM04019	GB49220
AM04020	GB40387
AM04021	GB49382
AM04022	GB51887
AM04023	GB46086
AM04024	GB52052
AM04025	GB53582
AM04026	GB47319
AM04027	GB46015
AM04028	GB53340
AM04029	GB52985
AM04030	GB44775
AM04031	GB52999
AM04032	GB45655
AM04033	GB50627
AM04034	GB55891
AM04035	GB51087
AM04036	GB43213
AM04037	GB44273
AM04038	GB51615
AM04039	GB50571
AM04040	GB45362
AM04041	GB50426
AM04042	GB51558
AM04043	GB47626
AM04044	GB43105
AM04045	GB41581
AM04046	GB46142
AM04047	GB48062
AM04048	GB54986
AM04049	GB54926
AM04050	GB44890
AM04051	GB50451
AM04052	GB53139
AM04053	GB43302
AM04054	GB41601
AM04055	GB44934
AM04056	GB54835
AM04057	GB40763
AM04058	GB46141
AM04059	GB45049
AM04060	GB40218
AM04061	GB55211
AM04062	GB55198
AM04063	GB55122
AM04064	GB40973
AM04065	GB50207
AM04066	GB45593
AM04067	GB41175
AM04068	GB42125
AM04069	GB46986
AM04070	GB40408
AM04071	GB44224
AM04072	GB51014
AM04073	GB46614
AM04074	GB40091
AM04075	GB54314
AM04076	GB42855
AM04077	GB52115
AM04078	GB48110
AM04079	GB50950
AM04080	GB40028
AM04081	GB51222
AM04082	GB41979
AM04084	GB51670
AM04085	GB45854
AM04086	GB51841
AM04087	GB44803
AM04088	GB44638
AM04089	GB45518
AM04091	GB48575
AM04092	GB55239
AM04093	GB50133
AM04094	GB46304
AM04095	GB45708
AM04096	GB40543
AM04097	GB46443
AM04098	GB53288
AM04099	GB49193
AM04100	GB54047
AM04101	GB55853
AM04102	GB48416
AM04103	GB47540
AM04104	GB44640
AM04105	GB49119
AM04106	GB41211
AM04107	GB51843
AM04108	GB43963
AM04109	GB40489
AM04110	GB44763
AM04111	GB54518
AM04112	GB52236
AM04113	GB51439
AM04114	GB51793
AM04115	GB41134
AM04116	GB55975
AM04117	GB44291
AM04118	GB47538
AM04119	GB40212
AM04120	GB48670
AM04121	GB55206
AM04122	GB43857
AM04123	GB53830
AM04124	GB52745
AM04125	GB40998
AM04126	GB45183
AM04127	GB41620
AM04128	GB49010
AM04129	GB49223
AM04130	GB51497
AM04131	GB40138
AM04132	GB49810
AM04133	GB51055
AM04134	GB43172
AM04135	GB51822
AM04136	GB51606
AM04138	GB41427
AM04139	GB41117
AM04140	GB41668
AM04141	GB51703
AM04142	GB46119
AM04143	GB46771
AM04144	GB51290
AM04145	GB42838
AM04146	GB45477
AM04147	GB45145
AM04148	GB53152
AM04149	GB55562
AM04150	GB49549
AM04151	GB41292
AM04152	GB52600
AM04153	GB45837
AM04154	GB47278
AM04155	GB53359
AM04156	GB49611
AM04157	GB51614
AM04159	GB47277
AM04160	GB52569
AM04161	GB54643
AM04162	GB51004
AM04163	GB49830
AM04164	GB47995
AM04165	GB41823
AM04166	GB53337
AM04167	GB48122
AM04168	GB54802
AM04169	GB50197
AM04170	GB48861
AM04171	GB54317
AM04172	GB48510
AM04173	GB52702
AM04174	GB42846
AM04175	GB50125
AM04176	GB52224
AM04177	GB54321
AM04178	GB43015
AM04179	GB52282
AM04180	GB54940
AM04181	GB51643
AM04182	GB44570
AM04184	GB43099
AM04185	GB55909
AM04186	GB45501
AM04187	GB48177
AM04188	GB50033
AM04189	GB55563
AM04190	GB45075
AM04191	GB49362
AM04192	GB51125
AM04193	GB52427
AM04194	GB44884
AM04195	GB51873
AM04196	GB52121
AM04197	GB41751
AM04198	GB41082
AM04199	GB40409
AM04200	GB42319
AM04201	GB53848
AM04202	GB44177
AM04203	GB48645
AM04204	GB43261
AM04205	GB46492
AM04206	GB42805
AM04207	GB45225
AM04208	GB50026
AM04209	GB50250
AM04210	GB50221
AM04211	GB55504
AM04212	GB42359
AM04213	GB49701
AM04214	GB41570
AM04215	GB44091
AM04216	GB51238
AM04217	GB49975
AM04218	GB41392
AM04219	GB46155
AM04220	GB46495
AM04221	GB49764
AM04222	GB52416
AM04224	GB53069
AM04225	GB52962
AM04226	GB55571
AM04227	GB48199
AM04228	GB45372
AM04229	GB52726
AM04230	GB50526
AM04231	GB45877
AM04232	GB41241
AM04233	GB41388
AM04234	GB48313
AM04235	GB41569
AM04236	GB40655
AM04237	GB48234
AM04238	GB46532
AM04239	GB49983
AM04240	GB49891
AM04241	GB54342
AM04242	GB52046
AM04243	GB43945
AM04244	GB45582
AM04245	GB50224
AM04246	GB45726
AM04247	GB41807
AM04248	GB40083
AM04249	GB48115
AM04250	GB53002
AM04251	GB42330
AM04252	GB43619
AM04253	GB48721
AM04254	GB45414
AM04255	GB43080
AM04256	GB52439
AM04257	GB45150
AM04258	GB44783
AM04259	GB43543
AM04260	GB54113
AM04261	GB43639
AM04262	GB41886
AM04263	GB45334
AM04264	GB47812
AM04265	GB49282
AM04266	GB52692
AM04267	GB44682
AM04268	GB41427
AM04269	GB53791
AM04270	GB50443
AM04271	GB50305
AM04272	GB51963
AM04273	GB43995
AM04274	GB52719
AM04275	GB49632
AM04276	GB44257
AM04277	GB55020
AM04278	GB48969
AM04279	GB53949
AM04280	GB51189
AM04281	GB54239
AM04282	GB47178
AM04283	GB52774
AM04284	GB52955
AM04285	GB52829
AM04286	GB46654
AM04287	GB41030
AM04288	GB42796
AM04289	GB53032
AM04290	GB55521
AM04291	GB46963
AM04292	GB47846
AM04293	GB44868
AM04294	GB46494
AM04295	GB44798
AM04296	GB54361
AM04297	GB40537
AM04298	GB43032
AM04300	GB48835
AM04301	GB47520
AM04302	GB54144
AM04303	GB55680
AM04304	GB40207
AM04305	GB46363
AM04306	GB41484
AM04307	GB48601
AM04308	GB53539
AM04309	GB45459
AM04310	GB44571
AM04311	GB44555
AM04312	GB44496
AM04313	GB41189
AM04314	GB55332
AM04315	GB41222
AM04316	GB46777
AM04317	GB49038
AM04318	GB49552
AM04319	GB46254
AM04320	GB52085
AM04321	GB47998
AM04322	GB55369
AM04323	GB48980
AM04324	GB40434
AM04325	GB52925
AM04327	GB52157
AM04328	GB44037
AM04329	GB41851
AM04330	GB49812
AM04331	GB47449
AM04332	GB54131
AM04333	GB54599
AM04334	GB41504
AM04335	GB46819
AM04336	GB49260
AM04337	GB44449
AM04338	GB44008
AM04339	GB49984
AM04340	GB54647
AM04342	GB50875
AM04343	GB55108
AM04344	GB44368
AM04345	GB49265
AM04346	GB40135
AM04347	GB55978
AM04348	GB41562
AM04349	GB47806
AM04350	GB40010
AM04351	GB41863
AM04352	GB47465
AM04353	GB41654
AM04354	GB44670
AM04355	GB46811
AM04356	GB44412
AM04357	GB43719
AM04358	GB45205
AM04359	GB45106
AM04360	GB48414
AM04361	GB50056
AM04362	GB45986
AM04363	GB53174
AM04364	GB44895
AM04365	GB48475
AM04366	GB42195
AM04367	GB49235
AM04368	GB41821
AM04369	GB51060
AM04370	GB45828
AM04371	GB43091
AM04372	GB53401
AM04373	GB49878
AM04374	GB44366
AM04375	GB54634
AM04376	GB46672
AM04377	GB50728
AM04378	GB41359
AM04379	GB41884
AM04380	GB41785
AM04381	GB50597
AM04382	GB53886
AM04383	GB48301
AM04384	GB55966
AM04385	GB52080
AM04386	GB50763
AM04387	GB55206
AM04388	GB42431
AM04389	GB41451
AM04390	GB52671
AM04391	GB42593
AM04392	GB47718
AM04393	GB49250
AM04394	GB55550
AM04395	GB54761
AM04396	GB42558
AM04397	GB54798
AM04398	GB44387
AM04399	GB42123
AM04400	GB54758
AM04401	GB50846
AM04402	GB54533
AM04403	GB54625
AM04404	GB43269
AM04405	GB41443
AM04406	GB55170
AM04407	GB46593
AM04408	GB41119
AM04409	GB43151
AM04410	GB40349
AM04411	GB55225
AM04412	GB41986
AM04413	GB51449
AM04414	GB47602
AM04415	GB50409
AM04416	GB41337
AM04418	GB51434
AM04419	GB40992
AM04420	GB52740
AM04421	GB51721
AM04422	GB45349
AM04423	GB49156
AM04424	GB49114
AM04425	GB51715
AM04426	GB53012
AM04427	GB54172
AM04428	GB55784
AM04429	GB44210
AM04430	GB47091
AM04431	GB49078
AM04432	GB55947
AM04433	GB54508
AM04434	GB51079
AM04435	GB55791
AM04436	GB53046
AM04437	GB51589
AM04438	GB47961
AM04439	GB43507
AM04440	GB49564
AM04441	GB52875
AM04442	GB48677
AM04443	GB55308
AM04444	GB48605
AM04445	GB46378
AM04446	GB47327
AM04447	GB46489
AM04448	GB40765
AM04449	GB42773
AM04450	GB54623
AM04451	GB55269
AM04452	GB50861
AM04453	GB40615
AM04454	GB42783
AM04455	GB46976
AM04456	GB46795
AM04457	GB50214
AM04458	GB51134
AM04459	GB42482
AM04460	GB45606
AM04461	GB48165
AM04462	GB46422
AM04463	GB40142
AM04464	GB42531
AM04465	GB44650
AM04466	GB55082
AM04467	GB52958
AM04468	GB50313
AM04469	GB54344
AM04470	GB40414
AM04471	GB43623
AM04472	GB47932
AM04473	GB43920
AM04474	GB55986
AM04475	GB49585
AM04476	GB48806
AM04477	GB48608
AM04478	GB53299
AM04479	GB44175
AM04480	GB53209
AM04482	GB49959
AM04483	GB52058
AM04485	GB46096
AM04486	GB43614
AM04487	GB53735
AM04488	GB40604
AM04489	GB48474
AM04490	GB50619
AM04491	GB47306
AM04492	GB46684
AM04493	GB52674
AM04494	GB45152
AM04495	GB50233
AM04496	GB40185
AM04497	GB55558
AM04498	GB40495
AM04499	GB51536
AM04500	GB40594
AM04501	GB53301
AM04502	GB44831
AM04503	GB47844
AM04504	GB52831
AM04505	GB45443
AM04506	GB47072
AM04507	GB44339
AM04508	GB55207
AM04509	GB40637
AM04510	GB42835
AM04511	GB40937
AM04512	GB45636
AM04513	GB40504
AM04514	GB54622
AM04515	GB51564
AM04516	GB41835
AM04518	GB54493
AM04519	GB45882
AM04520	GB50282
AM04521	GB40190
AM04523	GB45526
AM04525	GB43800
AM04526	GB41419
AM04527	GB45255
AM04528	GB50635
AM04529	GB52504
AM04530	GB51440
AM04531	GB52255
AM04532	GB42801
AM04533	GB51673
AM04534	GB42129
AM04535	GB54069
AM04536	GB47098
AM04537	GB44134
AM04538	GB44990
AM04539	GB55210
AM04540	GB54368
AM04541	GB49343
AM04542	GB46307
AM04543	GB41236
AM04544	GB46583
AM04545	GB40609
AM04546	GB43362
AM04547	GB43181
AM04548	GB43040
AM04549	GB54802
AM04550	GB53384
AM04551	GB42997
AM04552	GB45934
AM04553	GB46542
AM04554	GB45081
AM04555	GB42012
AM04556	GB48132
AM04558	GB43092
AM04559	GB48883
AM04560	GB48105
AM04561	GB44186
AM04562	GB52275
AM04563	GB46330
AM04564	GB48239
AM04565	GB48239
AM04566	GB49001
AM04567	GB55428
AM04568	GB45052
AM04569	GB48868
AM04571	GB40437
AM04572	GB55618
AM04573	GB53774
AM04574	GB44731
AM04575	GB53779
AM04576	GB53380
AM04577	GB45446
AM04578	GB41177
AM04579	GB43101
AM04580	GB47237
AM04581	GB46073
AM04582	GB48352
AM04583	GB44595
AM04584	GB44896
AM04585	GB41488
AM04586	GB48195
AM04587	GB43843
AM04588	GB42960
AM04590	GB51356
AM04591	GB51978
AM04592	GB44152
AM04593	GB55938
AM04594	GB52574
AM04595	GB43444
AM04596	GB46887
AM04597	GB44984
AM04598	GB42329
AM04599	GB49221
AM04600	GB41332
AM04601	GB55157
AM04602	GB43909
AM04603	GB41939
AM04604	GB49450
AM04605	GB51302
AM04606	GB41969
AM04607	GB48229
AM04608	GB49778
AM04609	GB55333
AM04611	GB40067
AM04612	GB53250
AM04613	GB55788
AM04614	GB41187
AM04615	GB51628
AM04616	GB42671
AM04617	GB45810
AM04618	GB51195
AM04619	GB46199
AM04620	GB54267
AM04621	GB53318
AM04622	GB42215
AM04623	GB53428
AM04624	GB40911
AM04625	GB45283
AM04626	GB45547
AM04627	GB52456
AM04628	GB46595
AM04629	GB49040
AM04630	GB50568
AM04631	GB40086
AM04632	GB43133
AM04633	GB53790
AM04634	GB44556
AM04635	GB52386
AM04636	GB48241
AM04637	GB49085
AM04638	GB53021
AM04639	GB54734
AM04640	GB54674
AM04641	GB40861
AM04642	GB52236
AM04643	GB40206
AM04644	GB42561
AM04645	GB42761
AM04646	GB52641
AM04647	GB47810
AM04648	GB51361
AM04649	GB42759
AM04650	GB53373
AM04651	GB43820
AM04652	GB40031
AM04653	GB55274
AM04654	GB52364
AM04655	GB48824
AM04656	GB44597
AM04657	GB46747
AM04658	GB55552
AM04659	GB49704
AM04660	GB46786
AM04661	GB52160
AM04662	GB55108
AM04663	GB51661
AM04664	GB42961
AM04665	GB47813
AM04666	GB44757
AM04667	GB54568
AM04668	GB51406
AM04669	GB54723
AM04670	GB50037
AM04671	GB52087
AM04672	GB43159
AM04674	GB45496
AM04675	GB49853
AM04676	GB44960
AM04678	GB55943
AM04679	GB43169
AM04680	GB50743
AM04681	GB50654
AM04682	GB53348
AM04683	GB48233
AM04684	GB50607
AM04685	GB44011
AM04686	GB49859
AM04687	GB53127
AM04688	GB47735
AM04689	GB43447
AM04690	GB43569
AM04691	GB45867
AM04692	GB42167
AM04693	GB47783
AM04694	GB51689
AM04695	GB45542
AM04696	GB49164
AM04697	GB42292
AM04698	GB49801
AM04699	GB44695
AM04700	GB42875
AM04702	GB53620
AM04703	GB49438
AM04704	GB46767
AM04705	GB53211
AM04706	GB46652
AM04707	GB50601
AM04708	GB48938
AM04709	GB54811
AM04711	GB53441
AM04712	GB53441
AM04713	GB53441
AM04714	GB53441
AM04716	GB50064
AM04717	GB53873
AM04718	GB45015
AM04719	GB51237
AM04720	GB52252
AM04721	GB44156
AM04722	GB48190
AM04723	GB46979
AM04724	GB51432
AM04725	GB41244
AM04726	GB46731
AM04727	GB50142
AM04728	GB48628
AM04729	GB55304
AM04730	GB46523
AM04731	GB47821
AM04732	GB51414
AM04733	GB51533
AM04734	GB49313
AM04735	GB53531
AM04736	GB55240
AM04737	GB40151
AM04738	GB52163
AM04739	GB42051
AM04740	GB48551
AM04741	GB42186
AM04742	GB43007
AM04743	GB48255
AM04744	GB47572
AM04745	GB45964
AM04746	GB41889
AM04747	GB51429
AM04748	GB40500
AM04749	GB50180
AM04750	GB46877
AM04751	GB54455
AM04752	GB53865
AM04753	GB40635
AM04754	GB46467
AM04755	GB48417
AM04756	GB48937
AM04757	GB49888
AM04758	GB55477
AM04759	GB47665
AM04760	GB54912
AM04761	GB49031
AM04762	GB54713
AM04763	GB47417
AM04764	GB46023
AM04765	GB46102
AM04766	GB49413
AM04767	GB55237
AM04768	GB41693
AM04769	GB46599
AM04770	GB51997
AM04771	GB44773
AM04772	GB55348
AM04773	GB53840
AM04774	GB43404
AM04776	GB50126
AM04777	GB53133
AM04778	GB54796
AM04779	GB41418
AM04780	GB42244
AM04781	GB43889
AM04782	GB52353
AM04783	GB40712
AM04784	GB48854
AM04785	GB50335
AM04786	GB51954
AM04787	GB55539
AM04788	GB54838
AM04789	GB45364
AM04790	GB54267
AM04791	GB42966
AM04792	GB43080
AM04793	GB55161
AM04794	GB54228
AM04795	GB49831
AM04796	GB42159
AM04797	GB54396
AM04798	GB45180
AM04799	GB51070
AM04800	GB55822
AM04801	GB49426
AM04802	GB40019
AM04803	GB53132
AM04804	GB50994
AM04805	GB53623
AM04806	GB53064
AM04807	GB54956
AM04808	GB51418
AM04809	GB55146
AM04810	GB41525
AM04811	GB44073
AM04812	GB54519
AM04813	GB49009
AM04814	GB41692
AM04816	GB40228
AM04818	GB53412
AM04819	GB48030
AM04820	GB53350
AM04821	GB54731
AM04822	GB47274
AM04823	GB42434
AM04825	GB47839
AM04826	GB40064
AM04827	GB54477
AM04828	GB51676
AM04829	GB55970
AM04830	GB50880
AM04831	GB53322
AM04832	GB42049
AM04833	GB55837
AM04834	GB46569
AM04835	GB55254
AM04836	GB44148
AM04837	GB47482
AM04838	GB53426
AM04839	GB50628
AM04840	GB52429
AM04841	GB44300
AM04842	GB46628
AM04843	GB45504
AM04844	GB51590
AM04845	GB53047
AM04846	GB52084
AM04847	GB55583
AM04848	GB55583
AM04849	GB48754
AM04850	GB50917
AM04851	GB43731
AM04852	GB42096
AM04853	GB40048
AM04854	GB44234
AM04855	GB54373
AM04856	GB52490
AM04857	GB49468
AM04858	GB44978
AM04859	GB42793
AM04860	GB43263
AM04861	GB53235
AM04862	GB49492
AM04863	GB50856
AM04864	GB51207
AM04865	GB44506
AM04866	GB54140
AM04867	GB51368
AM04868	GB51019
AM04869	GB54716
AM04870	GB43556
AM04871	GB40909
AM04872	GB49928
AM04873	GB50586
AM04874	GB50492
AM04875	GB46968
AM04877	GB46320
AM04878	GB48185
AM04879	GB52756
AM04880	GB46212
AM04881	GB40098
AM04882	GB43770
AM04883	GB47008
AM04885	GB48192
AM04886	GB44221
AM04887	GB50142
AM04888	GB42854
AM04889	GB53173
AM04890	GB45876
AM04891	GB41181
AM04892	GB42673
AM04893	GB48252
AM04894	GB45079
AM04895	GB45083
AM04896	GB48039
AM04897	GB52927
AM04898	GB55280
AM04899	GB44534
AM04900	GB55679
AM04902	GB55610
AM04903	GB50873
AM04904	GB42301
AM04905	GB51713
AM04906	GB44889
AM04907	GB42607
AM04908	GB49773
AM04909	GB49248
AM04910	GB45678
AM04911	GB55449
AM04912	GB44710
AM04913	GB47009
AM04914	GB41897
AM04915	GB49987
AM04916	GB44049
AM04917	GB48789
AM04918	GB49732
AM04919	GB41399
AM04920	GB55445
AM04921	GB46507
AM04922	GB55912
AM04924	GB53513
AM04925	GB47616
AM04926	GB55854
AM04927	GB53416
AM04928	GB45272
AM04929	GB51456
AM04930	GB54743
AM04931	GB47313
AM04932	GB41731
AM04933	GB51940
AM04935	GB42039
AM04936	GB53338
AM04937	GB55746
AM04938	GB46228
AM04939	GB41149
AM04940	GB40399
AM04942	GB54450
AM04943	GB40744
AM04944	GB41398
AM04945	GB50218
AM04946	GB43892
AM04947	GB46602
AM04948	GB46480
AM04949	GB46469
AM04950	GB49400
AM04951	GB55026
AM04952	GB49253
AM04953	GB45297
AM04954	GB55517
AM04955	GB54539
AM04956	GB48063
AM04957	GB40576
AM04958	GB55855
AM04959	GB53872
AM04960	GB46255
AM04961	GB44110
AM04962	GB51307
AM04963	GB54971
AM04964	GB44732
AM04965	GB47992
AM04966	GB53624
AM04967	GB49439
AM04968	GB45560
AM04969	GB46183
AM04970	GB52841
AM04971	GB47723
AM04972	GB55022
AM04973	GB50342
AM04974	GB45435
AM04975	GB42600
AM04976	GB51579
AM04977	GB44771
AM04978	GB48251
AM04979	GB40653
AM04980	GB44194
AM04981	GB46151
AM04982	GB54693
AM04983	GB45742
AM04984	GB49883
AM04985	GB46046
AM04986	GB45692
AM04987	GB51181
AM04988	GB51254
AM04989	GB55590
AM04990	GB54689
AM04991	GB46510
AM04992	GB49784
AM04993	GB51551
AM04994	GB52860
AM04996	GB50865
AM04997	GB54517
AM04998	GB54488
AM04999	GB47542
AM05000	GB48652
AM05001	GB41843
AM05002	GB40301
AM05003	GB52653
AM05004	GB41213
AM05005	GB54551
AM05006	GB55101
AM05007	GB44879
AM05008	GB45829
AM05009	GB51664
AM05010	GB42447
AM05011	GB51813
AM05012	GB44203
AM05013	GB52655
AM05014	GB45391
AM05015	GB53768
AM05016	GB42778
AM05017	GB54391
AM05018	GB45775
AM05019	GB47190
AM05020	GB52498
AM05021	GB42767
AM05022	GB49021
AM05023	GB40768
AM05024	GB50350
AM05025	GB51691
AM05026	GB55663
AM05027	GB41866
AM05029	GB50102
AM05030	GB50775
AM05031	GB45086
AM05032	GB50054
AM05033	GB49828
AM05034	GB49590
AM05035	GB47831
AM05036	GB48847
AM05037	GB45261
AM05038	GB42478
AM05039	GB44621
AM05040	GB47838
AM05041	GB40932
AM05042	GB44143
AM05043	GB42086
AM05044	GB42527
AM05045	GB53740
AM05047	GB44354
AM05048	GB55403
AM05049	GB54130
AM05050	GB45111
AM05051	GB40583
AM05052	GB42691
AM05053	GB45813
AM05054	GB41094
AM05055	GB40614
AM05056	GB54607
AM05057	GB52437
AM05058	GB42696
AM05059	GB51675
AM05060	GB43246
AM05061	GB54110
AM05062	GB46812
AM05063	GB47991
AM05064	GB40592
AM05065	GB50088
AM05067	GB46598
AM05068	GB44358
AM05070	GB54339
AM05071	GB48687
AM05072	GB41865
AM05073	GB47623
AM05074	GB46892
AM05075	GB49816
AM05076	GB47339
AM05078	GB43960
AM05079	GB54886
AM05080	GB54774
AM05081	GB45005
AM05082	GB45757
AM05083	GB40364
AM05084	GB47183
AM05085	GB40452
AM05086	GB53067
AM05087	GB44841
AM05088	GB54606
AM05089	GB48189
AM05090	GB45594
AM05091	GB48927
AM05092	GB46431
AM05093	GB44232
AM05094	GB43984
AM05095	GB49992
AM05096	GB55768
AM05097	GB54250
AM05098	GB42844
